# Committing increasingly large numbers of files
# 
# reformat_partition: /dev/murphytest02-vg/test
# vcs:                hg
# vcs_version:        Mercurial Distributed SCM (version 3.1.2)
# each_file_size:     0x400 bytes (1.0KiB)
# data_gen:           random
# 
# date:          2016-10-25T10:31:38.051391
# commandline:   ./increasing_number_of_files.py hg 0 7 --mag-step=4 --data-gen=random --tmp=/test --reformat-partition /dev/murphytest02-vg/test
# testversion:   2759e67 Do an initial reformat just in case
# hostname:      murphytest02
# platform:      Linux-3.16.0-4-amd64-x86_64-with-debian-8.6
# memtotal:      8064260 kB
# memfree:       7826256 kB
# 
# pythonversion:
#     2.7.9 (default, Jun 29 2016, 13:08:31) 
#     [GCC 4.9.2]
# 
# cpuinfo:
#     processor	: 0
#     model name	: Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz
#     cpu MHz		: 1998.000
#     cache size	: 6144 KB
#     
#     processor	: 1
#     model name	: Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz
#     cpu MHz		: 3166.000
#     cache size	: 6144 KB
# 
# fsinfo:
#     Filesystem                         Size  Used Avail Use% Mounted on
#     /dev/mapper/murphytest02--vg-test  197G   60M  197G   1% /test
# 
# diskinfo:
#     sda	vendor: ATA, model: ST3250318AS	scheduler: noop deadline [cfq]
# 
# Command results:
# ok:      Command completed successfully
# no_exec: Command was never executed
# failed:  Command failed
# 
# Verification results:
# ver_err:  Could not verify due to error during verification
# no_ver:   Verification was never performed
# bad:      Verification discovered an error
# verified: Verified OK
# assumed:  Assumed ok because dependent commands successful
# 
mag     filecount    totalbytes   cre_time    c1_time       c1_size   c1_cmd    c1_ver   c1_repo     c1_user     c1_nice   c1_system     c1_idle   c1_iowait  stat1_time  stat1_cmd  stat2_time  stat2_cmd    c2_time       c2_size   c2_cmd    c2_ver   c2_repo     c2_user     c2_nice   c2_system     c2_idle   c2_iowait  cleanup_time
  0             1  0x0000000400      0.000      0.293  0x0000016000       ok  verified   assumed           9           0           2           8          39       0.054         ok       0.048         ok      0.055  0x0000017000       ok  verified   assumed           5           0           1           5           0         3.020
  0             2  0x0000000800      0.000      0.106  0x0000018000       ok  verified   assumed           8           0           3          11           0       0.047         ok       0.049         ok      0.055  0x0000019000       ok  verified   assumed           2           0           3           6           0         3.013
  0             4  0x0000001000      0.001      0.103  0x000001c000       ok  verified   assumed          10           0           1          11           0       0.049         ok       0.049         ok      0.055  0x000001d000       ok  verified   assumed           5           0           1           6           0         2.828
  0             6  0x0000001800      0.001      0.106  0x0000020000       ok  verified   assumed           8           0           2          11           0       0.050         ok       0.054         ok      0.055  0x0000021000       ok  verified   assumed           4           0           1           6           0         2.729
  1            10  0x0000002800      0.001      0.105  0x0000028000       ok  verified   assumed          10           0           2          11           0       0.050         ok       0.053         ok      0.059  0x0000029000       ok  verified   assumed           3           0           3           6           0         2.877
  1            25  0x0000006400      0.003      0.110  0x0000046000       ok  verified   assumed          10           0           1           6           5       0.056         ok       0.053         ok      0.056  0x0000047000       ok  verified   assumed           4           0           1           6           0         2.785
  1            50  0x000000c800      0.006      0.119  0x0000078000       ok  verified   assumed          11           0           2          12           0       0.047         ok       0.049         ok      0.056  0x0000079000       ok  verified   assumed           4           0           3           6           0         2.820
  1            75  0x0000012c00      0.009      0.128  0x00000aa000       ok  verified   assumed          10           0           3           8           4       0.063         ok       0.063         ok      0.069  0x00000ab000       ok  verified   assumed           5           0           1           8           0         2.887
  2           100  0x0000019000      0.012      0.137  0x00000dc000       ok  verified   assumed          12           0           3          13           0       0.068         ok       0.068         ok      0.058  0x00000dd000       ok  verified   assumed           5           0           1           6           0         2.939
  2           250  0x000003e800      0.030      0.191  0x0000241000       ok  verified   assumed          15           0           5          17           3       0.048         ok       0.054         ok      0.064  0x0000241000       ok  verified   assumed           5           0           2           7           0         2.997
  2           500  0x000007d000      0.059      0.280  0x0000471000       ok  verified   assumed          24           0           5          24           3       0.049         ok       0.059         ok      0.073  0x000046f000       ok  verified   assumed           7           0           1           7           0         3.004
