# Simulating growing object file directories
# 
# dir_split:          2
# example_file:       f1/81/0a/f7572c1fb8b93f5d592bd1b4cfa525dc11
# reformat_partition: /dev/murphytest02-vg/smalltest
# data_gen:           random
# dir_depth:          3
# each_file_size:     0x1000 bytes (4.0KiB)
# 
# date:          2017-03-22T00:11:22.027080
# commandline:   ./filesystem_limit.py --each-file-size=4096 --dir-split=2 --dir-depth=3 --data-gen random --tmp=/smalltest --reformat-partition /dev/murphytest02-vg/smalltest
# testversion:   9948e52 FS test: track number of leaf directories created
# hostname:      murphytest02
# platform:      Linux-3.16.0-4-amd64-x86_64-with-debian-8.6
# memtotal:      8064260 kB
# memfree:       7572660 kB
# 
# pythonversion:
#     2.7.9 (default, Jun 29 2016, 13:08:31) 
#     [GCC 4.9.2]
# 
# cpuinfo:
#     processor	: 0
#     model name	: Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz
#     cpu MHz		: 3166.000
#     cache size	: 6144 KB
#     
#     processor	: 1
#     model name	: Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz
#     cpu MHz		: 1998.000
#     cache size	: 6144 KB
# 
# fsinfo:
#     Filesystem                              Size  Used Avail Use% Mounted on
#     /dev/mapper/murphytest02--vg-smalltest   93M  1.6M   90M   2% /smalltest
# 
# diskinfo:
#     sda	vendor: ATA, model: ST3250318AS	scheduler: noop deadline [cfq]
# 
# Command results:
# ok:      Command completed successfully
# no_exec: Command was never executed
# failed:  Command failed
# 
# Verification results:
# ver_err:  Could not verify due to error during verification
# no_ver:   Verification was never performed
# bad:      Verification discovered an error
# verified: Verified OK
# assumed:  Assumed ok because dependent commands successful
# 
  each_bytes  dir_split  dir_depth     f_num      dirs   d_f_num  d_ct_time  write_ok  write_time      df_total       df_used      df_avail  inode_total  inode_used  inode_avail
0x0000001000          2          3         1         1         1      0.000        ok       0.000  0x0005cd3800  0x0000186000  0x000594d800        25688          17        25671
0x0000001000          2          3         2         2         1      0.000        ok       0.000  0x0005cd3800  0x0000188000  0x000594b800        25688          21        25667
0x0000001000          2          3         3         3         1      0.000        ok       0.000  0x0005cd3800  0x000018a000  0x0005949800        25688          25        25663
0x0000001000          2          3         4         4         1      0.000        ok       0.000  0x0005cd3800  0x000018c000  0x0005947800        25688          29        25659
0x0000001000          2          3         5         5         1      0.000        ok       0.000  0x0005cd3800  0x000018e000  0x0005945800        25688          33        25655
0x0000001000          2          3         6         6         1      0.000        ok       0.000  0x0005cd3800  0x0000190000  0x0005943800        25688          37        25651
0x0000001000          2          3         7         7         1      0.000        ok       0.000  0x0005cd3800  0x0000192000  0x0005941800        25688          41        25647
0x0000001000          2          3         8         8         1      0.000        ok       0.000  0x0005cd3800  0x0000194000  0x000593f800        25688          45        25643
0x0000001000          2          3         9         9         1      0.000        ok       0.000  0x0005cd3800  0x0000196000  0x000593d800        25688          49        25639
0x0000001000          2          3        10        10         1      0.000        ok       0.000  0x0005cd3800  0x0000198000  0x000593b800        25688          53        25635
0x0000001000          2          3        11        11         1      0.000        ok       0.000  0x0005cd3800  0x000019a000  0x0005939800        25688          57        25631
0x0000001000          2          3        12        12         1      0.000        ok       0.000  0x0005cd3800  0x000019bc00  0x0005937c00        25688          60        25628
0x0000001000          2          3        13        13         1      0.000        ok       0.000  0x0005cd3800  0x000019dc00  0x0005935c00        25688          64        25624
0x0000001000          2          3        14        14         1      0.000        ok       0.000  0x0005cd3800  0x000019fc00  0x0005933c00        25688          68        25620
0x0000001000          2          3        15        15         1      0.000        ok       0.000  0x0005cd3800  0x00001a1c00  0x0005931c00        25688          72        25616
0x0000001000          2          3        16        16         1      0.000        ok       0.000  0x0005cd3800  0x00001a3c00  0x000592fc00        25688          76        25612
0x0000001000          2          3        17        17         1      0.000        ok       0.000  0x0005cd3800  0x00001a5c00  0x000592dc00        25688          80        25608
0x0000001000          2          3        18        18         1      0.000        ok       0.000  0x0005cd3800  0x00001a7c00  0x000592bc00        25688          84        25604
0x0000001000          2          3        19        19         1      0.000        ok       0.000  0x0005cd3800  0x00001a9c00  0x0005929c00        25688          88        25600
0x0000001000          2          3        20        20         1      0.000        ok       0.000  0x0005cd3800  0x00001abc00  0x0005927c00        25688          92        25596
0x0000001000          2          3        21        21         1      0.000        ok       0.000  0x0005cd3800  0x00001adc00  0x0005925c00        25688          96        25592
0x0000001000          2          3        22        22         1      0.000        ok       0.000  0x0005cd3800  0x00001afc00  0x0005923c00        25688         100        25588
0x0000001000          2          3        23        23         1      0.000        ok       0.000  0x0005cd3800  0x00001b1c00  0x0005921c00        25688         104        25584
0x0000001000          2          3        24        24         1      0.000        ok       0.000  0x0005cd3800  0x00001b3c00  0x000591fc00        25688         108        25580
0x0000001000          2          3        25        25         1      0.000        ok       0.000  0x0005cd3800  0x00001b5c00  0x000591dc00        25688         112        25576
0x0000001000          2          3        26        26         1      0.000        ok       0.000  0x0005cd3800  0x00001b7c00  0x000591bc00        25688         116        25572
0x0000001000          2          3        27        27         1      0.000        ok       0.000  0x0005cd3800  0x00001b9c00  0x0005919c00        25688         120        25568
0x0000001000          2          3        28        28         1      0.000        ok       0.000  0x0005cd3800  0x00001bbc00  0x0005917c00        25688         124        25564
0x0000001000          2          3        29        29         1      0.000        ok       0.000  0x0005cd3800  0x00001bdc00  0x0005915c00        25688         128        25560
0x0000001000          2          3        30        30         1      0.000        ok       0.000  0x0005cd3800  0x00001bfc00  0x0005913c00        25688         132        25556
