# Simulating growing object file directories
# 
# dir_split:          2
# example_file:       f9/b1/0e99c62e2bd8fb8345712f15a61aaf981ec1
# reformat_partition: /dev/murphytest02-vg/smalltest
# data_gen:           random
# dir_depth:          2
# each_file_size:     0x1000 bytes (4.0KiB)
# 
# date:          2017-03-21T22:04:01.679652
# commandline:   ./filesystem_limit.py --each-file-size=4096 --dir-split=2 --dir-depth=2 --data-gen random --tmp=/smalltest --reformat-partition /dev/murphytest02-vg/smalltest
# testversion:   e185b7d FS test: measure disk free in parent dir
# hostname:      murphytest02
# platform:      Linux-3.16.0-4-amd64-x86_64-with-debian-8.6
# memtotal:      8064260 kB
# memfree:       7611744 kB
# 
# pythonversion:
#     2.7.9 (default, Jun 29 2016, 13:08:31) 
#     [GCC 4.9.2]
# 
# cpuinfo:
#     processor	: 0
#     model name	: Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz
#     cpu MHz		: 3166.000
#     cache size	: 6144 KB
#     
#     processor	: 1
#     model name	: Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz
#     cpu MHz		: 1998.000
#     cache size	: 6144 KB
# 
# fsinfo:
#     Filesystem                              Size  Used Avail Use% Mounted on
#     /dev/mapper/murphytest02--vg-smalltest   93M  1.6M   90M   2% /smalltest
# 
# diskinfo:
#     sda	vendor: ATA, model: ST3250318AS	scheduler: noop deadline [cfq]
# 
# Command results:
# ok:      Command completed successfully
# no_exec: Command was never executed
# failed:  Command failed
# 
# Verification results:
# ver_err:  Could not verify due to error during verification
# no_ver:   Verification was never performed
# bad:      Verification discovered an error
# verified: Verified OK
# assumed:  Assumed ok because dependent commands successful
# 
  each_bytes  dir_split  dir_depth         f_num       d_f_num  d_ct_time  write_ok  write_time      df_total       df_used      df_avail            du    du_time
0x0000001000          2          2           742             1      0.000        ok       0.000  0x0005cd3800  0x000061a800  0x00054b9000  0x00003dd800      0.010
0x0000001000          2          2           743             1      0.000        ok       0.000  0x0005cd3800  0x000061c000  0x00054b7800  0x00003dec00      0.010
0x0000001000          2          2           744             1      0.000        ok       0.000  0x0005cd3800  0x000061d800  0x00054b6000  0x00003e0000      0.010
0x0000001000          2          2           745             1      0.000        ok       0.000  0x0005cd3800  0x000061f000  0x00054b4800  0x00003e1400      0.010
0x0000001000          2          2           746             1      0.000        ok       0.000  0x0005cd3800  0x0000620800  0x00054b3000  0x00003e2800      0.010
0x0000001000          2          2           747             1      0.000        ok       0.000  0x0005cd3800  0x0000622000  0x00054b1800  0x00003e3c00      0.010
0x0000001000          2          2           748             1      0.000        ok       0.000  0x0005cd3800  0x0000623800  0x00054b0000  0x00003e5000      0.010
0x0000001000          2          2           749             1      0.000        ok       0.000  0x0005cd3800  0x0000625000  0x00054ae800  0x00003e6400      0.010
0x0000001000          2          2           750             1      0.000        ok       0.000  0x0005cd3800  0x0000626800  0x00054ad000  0x00003e7800      0.010
0x0000001000          2          2           751             1      0.000        ok       0.000  0x0005cd3800  0x0000628000  0x00054ab800  0x00003e8c00      0.012
0x0000001000          2          2           752             1      0.000        ok       0.001  0x0005cd3800  0x0000629800  0x00054aa000  0x00003ea000      0.011
0x0000001000          2          2           753             1      0.000        ok       0.000  0x0005cd3800  0x000062b400  0x00054a8400  0x00003eb800      0.010
0x0000001000          2          2           754             1      0.000        ok       0.000  0x0005cd3800  0x000062cc00  0x00054a6c00  0x00003ecc00      0.010
0x0000001000          2          2           755             1      0.000        ok       0.000  0x0005cd3800  0x000062e400  0x00054a5400  0x00003ee000      0.010
0x0000001000          2          2           756             1      0.000        ok       0.000  0x0005cd3800  0x000062fc00  0x00054a3c00  0x00003ef400      0.010
0x0000001000          2          2           757             1      0.000        ok       0.000  0x0005cd3800  0x0000631400  0x00054a2400  0x00003f0800      0.010
0x0000001000          2          2           758             1      0.000        ok       0.000  0x0005cd3800  0x0000632c00  0x00054a0c00  0x00003f1c00      0.010
0x0000001000          2          2           759             1      0.000        ok       0.000  0x0005cd3800  0x0000634400  0x000549f400  0x00003f3000      0.010
0x0000001000          2          2           760             1      0.000        ok       0.000  0x0005cd3800  0x0000635c00  0x000549dc00  0x00003f4400      0.010
0x0000001000          2          2           761             1      0.000        ok       0.000  0x0005cd3800  0x0000637400  0x000549c400  0x00003f5800      0.010
0x0000001000          2          2           762             1      0.000        ok       0.000  0x0005cd3800  0x0000638c00  0x000549ac00  0x00003f6c00      0.010
0x0000001000          2          2           763             1      0.000        ok       0.000  0x0005cd3800  0x000063a400  0x0005499400  0x00003f8000      0.012
0x0000001000          2          2           764             1      0.000        ok       0.001  0x0005cd3800  0x000063bc00  0x0005497c00  0x00003f9400      0.012
0x0000001000          2          2           765             1      0.000        ok       0.000  0x0005cd3800  0x000063d400  0x0005496400  0x00003fa800      0.010
0x0000001000          2          2           766             1      0.000        ok       0.000  0x0005cd3800  0x000063ec00  0x0005494c00  0x00003fbc00      0.010
0x0000001000          2          2           767             1      0.000        ok       0.000  0x0005cd3800  0x0000640400  0x0005493400  0x00003fd000      0.010
0x0000001000          2          2           768             1      0.000        ok       0.000  0x0005cd3800  0x0000641c00  0x0005491c00  0x00003fe400      0.010
0x0000001000          2          2           769             1      0.000        ok       0.000  0x0005cd3800  0x0000643400  0x0005490400  0x00003ff800      0.010
0x0000001000          2          2           770             1      0.000        ok       0.000  0x0005cd3800  0x0000644c00  0x000548ec00  0x0000400c00      0.010
0x0000001000          2          2           771             1      0.000        ok       0.000  0x0005cd3800  0x0000646400  0x000548d400  0x0000402000      0.012
0x0000001000          2          2           772             1      0.000        ok       0.001  0x0005cd3800  0x0000647c00  0x000548bc00  0x0000403400      0.011
0x0000001000          2          2           773             1      0.000        ok       0.000  0x0005cd3800  0x0000649400  0x000548a400  0x0000404800      0.010
0x0000001000          2          2           774             1      0.000        ok       0.000  0x0005cd3800  0x000064ac00  0x0005488c00  0x0000405c00      0.010
0x0000001000          2          2           775             1      0.000        ok       0.000  0x0005cd3800  0x000064c400  0x0005487400  0x0000407000      0.010
0x0000001000          2          2           776             1      0.000        ok       0.000  0x0005cd3800  0x000064dc00  0x0005485c00  0x0000408400      0.010
0x0000001000          2          2           777             1      0.000        ok       0.001  0x0005cd3800  0x000064f400  0x0005484400  0x0000409800      0.010
0x0000001000          2          2           778             1      0.000        ok       0.000  0x0005cd3800  0x0000650c00  0x0005482c00  0x000040ac00      0.010
0x0000001000          2          2           779             1      0.000        ok       0.000  0x0005cd3800  0x0000652400  0x0005481400  0x000040c000      0.010
0x0000001000          2          2           780             1      0.000        ok       0.000  0x0005cd3800  0x0000653c00  0x000547fc00  0x000040d400      0.010
0x0000001000          2          2           781             1      0.000        ok       0.000  0x0005cd3800  0x0000655400  0x000547e400  0x000040e800      0.010
0x0000001000          2          2           782             1      0.000        ok       0.000  0x0005cd3800  0x0000656c00  0x000547cc00  0x000040fc00      0.011
0x0000001000          2          2           783             1      0.000        ok       0.001  0x0005cd3800  0x0000658400  0x000547b400  0x0000411000      0.011
0x0000001000          2          2           784             1      0.000        ok       0.000  0x0005cd3800  0x0000659c00  0x0005479c00  0x0000412400      0.010
0x0000001000          2          2           785             2      0.000        ok       0.000  0x0005cd3800  0x000065b000  0x0005478800  0x0000413400      0.010
0x0000001000          2          2           786             1      0.000        ok       0.000  0x0005cd3800  0x000065c800  0x0005477000  0x0000414800      0.010
0x0000001000          2          2           787             1      0.000        ok       0.000  0x0005cd3800  0x000065e000  0x0005475800  0x0000415c00      0.010
0x0000001000          2          2           788             1      0.000        ok       0.000  0x0005cd3800  0x000065f800  0x0005474000  0x0000417000      0.010
0x0000001000          2          2           789             1      0.000        ok       0.000  0x0005cd3800  0x0000661000  0x0005472800  0x0000418400      0.010
0x0000001000          2          2           790             1      0.000        ok       0.000  0x0005cd3800  0x0000662800  0x0005471000  0x0000419800      0.010
0x0000001000          2          2           791             1      0.000        ok       0.000  0x0005cd3800  0x0000664000  0x000546f800  0x000041ac00      0.010
0x0000001000          2          2           792             1      0.000        ok       0.000  0x0005cd3800  0x0000665800  0x000546e000  0x000041c000      0.010
0x0000001000          2          2           793             1      0.000        ok       0.000  0x0005cd3800  0x0000667000  0x000546c800  0x000041d400      0.010
0x0000001000          2          2           794             1      0.000        ok       0.000  0x0005cd3800  0x0000668800  0x000546b000  0x000041e800      0.010
0x0000001000          2          2           795             1      0.000        ok       0.000  0x0005cd3800  0x000066a000  0x0005469800  0x000041fc00      0.010
0x0000001000          2          2           796             1      0.000        ok       0.000  0x0005cd3800  0x000066b800  0x0005468000  0x0000421000      0.010
0x0000001000          2          2           797             1      0.000        ok       0.000  0x0005cd3800  0x000066d000  0x0005466800  0x0000422400      0.012
0x0000001000          2          2           798             1      0.000        ok       0.000  0x0005cd3800  0x000066e800  0x0005465000  0x0000423800      0.010
0x0000001000          2          2           799             1      0.000        ok       0.000  0x0005cd3800  0x0000670000  0x0005463800  0x0000424c00      0.010
0x0000001000          2          2           800             1      0.000        ok       0.000  0x0005cd3800  0x0000671800  0x0005462000  0x0000426000      0.010
0x0000001000          2          2           801             1      0.000        ok       0.000  0x0005cd3800  0x0000673000  0x0005460800  0x0000427400      0.010
0x0000001000          2          2           802             1      0.000        ok       0.000  0x0005cd3800  0x0000674800  0x000545f000  0x0000428800      0.011
0x0000001000          2          2           803             1      0.000        ok       0.000  0x0005cd3800  0x0000676400  0x000545d400  0x000042a000      0.011
0x0000001000          2          2           804             1      0.000        ok       0.000  0x0005cd3800  0x0000677c00  0x000545bc00  0x000042b400      0.010
0x0000001000          2          2           805             1      0.000        ok       0.000  0x0005cd3800  0x0000679400  0x000545a400  0x000042c800      0.010
0x0000001000          2          2           806             1      0.000        ok       0.000  0x0005cd3800  0x000067ac00  0x0005458c00  0x000042dc00      0.010
0x0000001000          2          2           807             1      0.000        ok       0.000  0x0005cd3800  0x000067c400  0x0005457400  0x000042f000      0.012
0x0000001000          2          2           808             1      0.000        ok       0.000  0x0005cd3800  0x000067dc00  0x0005455c00  0x0000430400      0.010
0x0000001000          2          2           809             1      0.000        ok       0.000  0x0005cd3800  0x000067f400  0x0005454400  0x0000431800      0.010
0x0000001000          2          2           810             1      0.000        ok       0.000  0x0005cd3800  0x0000680c00  0x0005452c00  0x0000432c00      0.010
0x0000001000          2          2           811             1      0.000        ok       0.000  0x0005cd3800  0x0000682400  0x0005451400  0x0000434000      0.010
0x0000001000          2          2           812             1      0.000        ok       0.000  0x0005cd3800  0x0000683c00  0x000544fc00  0x0000435400      0.010
0x0000001000          2          2           813             1      0.000        ok       0.000  0x0005cd3800  0x0000685400  0x000544e400  0x0000436800      0.011
0x0000001000          2          2           814             1      0.000        ok       0.001  0x0005cd3800  0x0000686c00  0x000544cc00  0x0000437c00      0.011
0x0000001000          2          2           815             1      0.000        ok       0.000  0x0005cd3800  0x0000688400  0x000544b400  0x0000439000      0.011
0x0000001000          2          2           816             1      0.000        ok       0.000  0x0005cd3800  0x000068a000  0x0005449800  0x000043a800      0.010
0x0000001000          2          2           817             1      0.000        ok       0.000  0x0005cd3800  0x000068b800  0x0005448000  0x000043bc00      0.011
0x0000001000          2          2           818             1      0.000        ok       0.000  0x0005cd3800  0x000068d000  0x0005446800  0x000043d000      0.010
0x0000001000          2          2           819             1      0.000        ok       0.000  0x0005cd3800  0x000068e800  0x0005445000  0x000043e400      0.010
0x0000001000          2          2           820             1      0.000        ok       0.000  0x0005cd3800  0x0000690000  0x0005443800  0x000043f800      0.010
0x0000001000          2          2           821             1      0.000        ok       0.000  0x0005cd3800  0x0000691800  0x0005442000  0x0000440c00      0.013
0x0000001000          2          2           822             1      0.000        ok       0.001  0x0005cd3800  0x0000693000  0x0005440800  0x0000442000      0.011
0x0000001000          2          2           823             1      0.000        ok       0.000  0x0005cd3800  0x0000694800  0x000543f000  0x0000443400      0.011
0x0000001000          2          2           824             1      0.000        ok       0.000  0x0005cd3800  0x0000696000  0x000543d800  0x0000444800      0.010
0x0000001000          2          2           825             1      0.000        ok       0.000  0x0005cd3800  0x0000697800  0x000543c000  0x0000445c00      0.011
0x0000001000          2          2           826             1      0.000        ok       0.000  0x0005cd3800  0x0000699000  0x000543a800  0x0000447000      0.010
0x0000001000          2          2           827             1      0.000        ok       0.000  0x0005cd3800  0x000069a800  0x0005439000  0x0000448400      0.011
0x0000001000          2          2           828             1      0.000        ok       0.000  0x0005cd3800  0x000069c000  0x0005437800  0x0000449800      0.011
0x0000001000          2          2           829             1      0.000        ok       0.000  0x0005cd3800  0x000069d800  0x0005436000  0x000044ac00      0.011
0x0000001000          2          2           830             1      0.000        ok       0.000  0x0005cd3800  0x000069f000  0x0005434800  0x000044c000      0.011
0x0000001000          2          2           831             1      0.000        ok       0.000  0x0005cd3800  0x00006a0800  0x0005433000  0x000044d400      0.010
0x0000001000          2          2           832             1      0.000        ok       0.000  0x0005cd3800  0x00006a2000  0x0005431800  0x000044e800      0.011
0x0000001000          2          2           833             1      0.000        ok       0.001  0x0005cd3800  0x00006a3800  0x0005430000  0x000044fc00      0.011
0x0000001000          2          2           834             1      0.000        ok       0.000  0x0005cd3800  0x00006a5000  0x000542e800  0x0000451000      0.011
0x0000001000          2          2           835             1      0.000        ok       0.000  0x0005cd3800  0x00006a6800  0x000542d000  0x0000452400      0.011
0x0000001000          2          2           836             1      0.000        ok       0.000  0x0005cd3800  0x00006a8000  0x000542b800  0x0000453800      0.011
0x0000001000          2          2           837             1      0.000        ok       0.000  0x0005cd3800  0x00006a9800  0x000542a000  0x0000454c00      0.012
0x0000001000          2          2           838             1      0.000        ok       0.001  0x0005cd3800  0x00006ab000  0x0005428800  0x0000456000      0.011
0x0000001000          2          2           839             1      0.000        ok       0.000  0x0005cd3800  0x00006ac800  0x0005427000  0x0000457400      0.011
0x0000001000          2          2           840             1      0.000        ok       0.000  0x0005cd3800  0x00006ae000  0x0005425800  0x0000458800      0.011
0x0000001000          2          2           841             1      0.000        ok       0.001  0x0005cd3800  0x00006af800  0x0005424000  0x0000459c00      0.011
0x0000001000          2          2           842             1      0.000        ok       0.000  0x0005cd3800  0x00006b1000  0x0005422800  0x000045b000      0.011
0x0000001000          2          2           843             1      0.000        ok       0.000  0x0005cd3800  0x00006b2800  0x0005421000  0x000045c400      0.011
0x0000001000          2          2           844             1      0.000        ok       0.000  0x0005cd3800  0x00006b4000  0x000541f800  0x000045d800      0.011
0x0000001000          2          2           845             1      0.000        ok       0.000  0x0005cd3800  0x00006b5800  0x000541e000  0x000045ec00      0.011
0x0000001000          2          2           846             1      0.000        ok       0.000  0x0005cd3800  0x00006b7000  0x000541c800  0x0000460000      0.011
0x0000001000          2          2           847             1      0.000        ok       0.000  0x0005cd3800  0x00006b8800  0x000541b000  0x0000461400      0.012
0x0000001000          2          2           848             1      0.000        ok       0.000  0x0005cd3800  0x00006ba000  0x0005419800  0x0000462800      0.011
0x0000001000          2          2           849             1      0.000        ok       0.000  0x0005cd3800  0x00006bb800  0x0005418000  0x0000463c00      0.011
0x0000001000          2          2           850             1      0.000        ok       0.000  0x0005cd3800  0x00006bd000  0x0005416800  0x0000465000      0.012
0x0000001000          2          2           851             1      0.000        ok       0.001  0x0005cd3800  0x00006bec00  0x0005414c00  0x0000466800      0.011
0x0000001000          2          2           852             1      0.000        ok       0.000  0x0005cd3800  0x00006c0400  0x0005413400  0x0000467c00      0.011
0x0000001000          2          2           853             1      0.000        ok       0.000  0x0005cd3800  0x00006c1c00  0x0005411c00  0x0000469000      0.011
0x0000001000          2          2           854             1      0.000        ok       0.000  0x0005cd3800  0x00006c3400  0x0005410400  0x000046a400      0.011
0x0000001000          2          2           855             1      0.000        ok       0.000  0x0005cd3800  0x00006c4c00  0x000540ec00  0x000046b800      0.011
0x0000001000          2          2           856             1      0.000        ok       0.000  0x0005cd3800  0x00006c6400  0x000540d400  0x000046cc00      0.011
0x0000001000          2          2           857             1      0.000        ok       0.000  0x0005cd3800  0x00006c7c00  0x000540bc00  0x000046e000      0.011
0x0000001000          2          2           858             1      0.000        ok       0.000  0x0005cd3800  0x00006c9400  0x000540a400  0x000046f400      0.011
0x0000001000          2          2           859             1      0.000        ok       0.000  0x0005cd3800  0x00006cac00  0x0005408c00  0x0000470800      0.011
0x0000001000          2          2           860             1      0.000        ok       0.000  0x0005cd3800  0x00006cc400  0x0005407400  0x0000471c00      0.011
0x0000001000          2          2           861             1      0.000        ok       0.001  0x0005cd3800  0x00006cdc00  0x0005405c00  0x0000473000      0.011
0x0000001000          2          2           862             1      0.000        ok       0.000  0x0005cd3800  0x00006cf400  0x0005404400  0x0000474400      0.011
0x0000001000          2          2           863             1      0.000        ok       0.000  0x0005cd3800  0x00006d0c00  0x0005402c00  0x0000475800      0.011
0x0000001000          2          2           864             1      0.000        ok       0.000  0x0005cd3800  0x00006d2400  0x0005401400  0x0000476c00      0.011
0x0000001000          2          2           865             1      0.000        ok       0.000  0x0005cd3800  0x00006d3c00  0x00053ffc00  0x0000478000      0.011
0x0000001000          2          2           866             1      0.000        ok       0.000  0x0005cd3800  0x00006d5400  0x00053fe400  0x0000479400      0.011
0x0000001000          2          2           867             1      0.000        ok       0.000  0x0005cd3800  0x00006d6c00  0x00053fcc00  0x000047a800      0.011
0x0000001000          2          2           868             1      0.000        ok       0.000  0x0005cd3800  0x00006d8400  0x00053fb400  0x000047bc00      0.011
0x0000001000          2          2           869             1      0.000        ok       0.000  0x0005cd3800  0x00006da000  0x00053f9800  0x000047d400      0.011
0x0000001000          2          2           870             1      0.000        ok       0.000  0x0005cd3800  0x00006db800  0x00053f8000  0x000047e800      0.011
0x0000001000          2          2           871             1      0.000        ok       0.000  0x0005cd3800  0x00006dd000  0x00053f6800  0x000047fc00      0.015
0x0000001000          2          2           872             1      0.000        ok       0.001  0x0005cd3800  0x00006de800  0x00053f5000  0x0000481000      0.013
0x0000001000          2          2           873             1      0.000        ok       0.001  0x0005cd3800  0x00006e0000  0x00053f3800  0x0000482400      0.011
0x0000001000          2          2           874             1      0.000        ok       0.000  0x0005cd3800  0x00006e1800  0x00053f2000  0x0000483800      0.011
0x0000001000          2          2           875             1      0.000        ok       0.000  0x0005cd3800  0x00006e3000  0x00053f0800  0x0000484c00      0.011
0x0000001000          2          2           876             1      0.000        ok       0.000  0x0005cd3800  0x00006e4800  0x00053ef000  0x0000486000      0.011
0x0000001000          2          2           877             1      0.000        ok       0.000  0x0005cd3800  0x00006e6000  0x00053ed800  0x0000487400      0.011
0x0000001000          2          2           878             1      0.000        ok       0.000  0x0005cd3800  0x00006e7800  0x00053ec000  0x0000488800      0.011
0x0000001000          2          2           879             1      0.000        ok       0.000  0x0005cd3800  0x00006e9000  0x00053ea800  0x0000489c00      0.014
0x0000001000          2          2           880             1      0.000        ok       0.001  0x0005cd3800  0x00006ea800  0x00053e9000  0x000048b000      0.011
0x0000001000          2          2           881             1      0.000        ok       0.000  0x0005cd3800  0x00006ec000  0x00053e7800  0x000048c400      0.011
0x0000001000          2          2           882             1      0.000        ok       0.000  0x0005cd3800  0x00006ed800  0x00053e6000  0x000048d800      0.011
0x0000001000          2          2           883             1      0.000        ok       0.000  0x0005cd3800  0x00006ef000  0x00053e4800  0x000048ec00      0.011
0x0000001000          2          2           884             1      0.000        ok       0.000  0x0005cd3800  0x00006f0800  0x00053e3000  0x0000490000      0.012
0x0000001000          2          2           885             1      0.000        ok       0.001  0x0005cd3800  0x00006f2000  0x00053e1800  0x0000491400      0.013
0x0000001000          2          2           886             1      0.000        ok       0.000  0x0005cd3800  0x00006f3800  0x00053e0000  0x0000492800      0.011
0x0000001000          2          2           887             1      0.000        ok       0.000  0x0005cd3800  0x00006f5000  0x00053de800  0x0000493c00      0.011
0x0000001000          2          2           888             1      0.000        ok       0.000  0x0005cd3800  0x00006f6800  0x00053dd000  0x0000495000      0.011
0x0000001000          2          2           889             1      0.000        ok       0.000  0x0005cd3800  0x00006f8400  0x00053db400  0x0000496800      0.013
0x0000001000          2          2           890             1      0.000        ok       0.001  0x0005cd3800  0x00006f9c00  0x00053d9c00  0x0000497c00      0.011
0x0000001000          2          2           891             1      0.000        ok       0.000  0x0005cd3800  0x00006fb400  0x00053d8400  0x0000499000      0.011
0x0000001000          2          2           892             1      0.000        ok       0.000  0x0005cd3800  0x00006fcc00  0x00053d6c00  0x000049a400      0.011
0x0000001000          2          2           893             1      0.000        ok       0.000  0x0005cd3800  0x00006fe400  0x00053d5400  0x000049b800      0.011
0x0000001000          2          2           894             1      0.000        ok       0.000  0x0005cd3800  0x00006ffc00  0x00053d3c00  0x000049cc00      0.013
0x0000001000          2          2           895             1      0.000        ok       0.001  0x0005cd3800  0x0000701400  0x00053d2400  0x000049e000      0.011
0x0000001000          2          2           896             1      0.000        ok       0.001  0x0005cd3800  0x0000702c00  0x00053d0c00  0x000049f400      0.011
0x0000001000          2          2           897             1      0.000        ok       0.000  0x0005cd3800  0x0000704400  0x00053cf400  0x00004a0800      0.011
0x0000001000          2          2           898             1      0.000        ok       0.000  0x0005cd3800  0x0000705c00  0x00053cdc00  0x00004a1c00      0.012
0x0000001000          2          2           899             1      0.000        ok       0.001  0x0005cd3800  0x0000707400  0x00053cc400  0x00004a3000      0.012
0x0000001000          2          2           900             1      0.000        ok       0.000  0x0005cd3800  0x0000708c00  0x00053cac00  0x00004a4400      0.011
0x0000001000          2          2           901             1      0.000        ok       0.000  0x0005cd3800  0x000070a400  0x00053c9400  0x00004a5800      0.011
0x0000001000          2          2           902             1      0.000        ok       0.000  0x0005cd3800  0x000070bc00  0x00053c7c00  0x00004a6c00      0.011
0x0000001000          2          2           903             1      0.000        ok       0.000  0x0005cd3800  0x000070d400  0x00053c6400  0x00004a8000      0.013
0x0000001000          2          2           904             1      0.000        ok       0.001  0x0005cd3800  0x000070ec00  0x00053c4c00  0x00004a9400      0.011
0x0000001000          2          2           905             1      0.000        ok       0.000  0x0005cd3800  0x0000710400  0x00053c3400  0x00004aa800      0.011
0x0000001000          2          2           906             1      0.000        ok       0.000  0x0005cd3800  0x0000711c00  0x00053c1c00  0x00004abc00      0.011
0x0000001000          2          2           907             1      0.000        ok       0.000  0x0005cd3800  0x0000713400  0x00053c0400  0x00004ad000      0.011
0x0000001000          2          2           908             1      0.000        ok       0.000  0x0005cd3800  0x0000714c00  0x00053bec00  0x00004ae400      0.011
0x0000001000          2          2           909             1      0.000        ok       0.000  0x0005cd3800  0x0000716400  0x00053bd400  0x00004af800      0.011
0x0000001000          2          2           910             1      0.000        ok       0.000  0x0005cd3800  0x0000717c00  0x00053bbc00  0x00004b0c00      0.011
0x0000001000          2          2           911             1      0.000        ok       0.000  0x0005cd3800  0x0000719400  0x00053ba400  0x00004b2000      0.011
0x0000001000          2          2           912             1      0.000        ok       0.000  0x0005cd3800  0x000071ac00  0x00053b8c00  0x00004b3400      0.011
0x0000001000          2          2           913             1      0.000        ok       0.000  0x0005cd3800  0x000071c400  0x00053b7400  0x00004b4800      0.011
0x0000001000          2          2           914             1      0.000        ok       0.000  0x0005cd3800  0x000071e000  0x00053b5800  0x00004b6000      0.011
0x0000001000          2          2           915             1      0.000        ok       0.000  0x0005cd3800  0x000071f800  0x00053b4000  0x00004b7400      0.012
0x0000001000          2          2           916             1      0.000        ok       0.000  0x0005cd3800  0x0000721000  0x00053b2800  0x00004b8800      0.011
0x0000001000          2          2           917             1      0.000        ok       0.000  0x0005cd3800  0x0000722800  0x00053b1000  0x00004b9c00      0.011
0x0000001000          2          2           918             1      0.000        ok       0.000  0x0005cd3800  0x0000724000  0x00053af800  0x00004bb000      0.011
0x0000001000          2          2           919             1      0.000        ok       0.000  0x0005cd3800  0x0000725800  0x00053ae000  0x00004bc400      0.012
0x0000001000          2          2           920             1      0.000        ok       0.001  0x0005cd3800  0x0000727000  0x00053ac800  0x00004bd800      0.013
0x0000001000          2          2           921             1      0.000        ok       0.000  0x0005cd3800  0x0000728c00  0x00053aac00  0x00004bf000      0.011
0x0000001000          2          2           922             1      0.000        ok       0.000  0x0005cd3800  0x000072a400  0x00053a9400  0x00004c0400      0.011
0x0000001000          2          2           923             2      0.000        ok       0.000  0x0005cd3800  0x000072b800  0x00053a8000  0x00004c1400      0.013
0x0000001000          2          2           924             1      0.000        ok       0.001  0x0005cd3800  0x000072d000  0x00053a6800  0x00004c2800      0.012
0x0000001000          2          2           925             1      0.000        ok       0.000  0x0005cd3800  0x000072e800  0x00053a5000  0x00004c3c00      0.012
0x0000001000          2          2           926             1      0.000        ok       0.001  0x0005cd3800  0x0000730000  0x00053a3800  0x00004c5000      0.012
0x0000001000          2          2           927             1      0.000        ok       0.000  0x0005cd3800  0x0000731800  0x00053a2000  0x00004c6400      0.012
0x0000001000          2          2           928             1      0.000        ok       0.000  0x0005cd3800  0x0000733000  0x00053a0800  0x00004c7800      0.012
0x0000001000          2          2           929             1      0.000        ok       0.000  0x0005cd3800  0x0000734800  0x000539f000  0x00004c8c00      0.011
0x0000001000          2          2           930             1      0.000        ok       0.000  0x0005cd3800  0x0000736000  0x000539d800  0x00004ca000      0.011
0x0000001000          2          2           931             1      0.000        ok       0.000  0x0005cd3800  0x0000737800  0x000539c000  0x00004cb400      0.014
0x0000001000          2          2           932             1      0.000        ok       0.001  0x0005cd3800  0x0000739000  0x000539a800  0x00004cc800      0.011
0x0000001000          2          2           933             1      0.000        ok       0.001  0x0005cd3800  0x000073a800  0x0005399000  0x00004cdc00      0.012
0x0000001000          2          2           934             1      0.000        ok       0.000  0x0005cd3800  0x000073c000  0x0005397800  0x00004cf000      0.011
0x0000001000          2          2           935             1      0.000        ok       0.000  0x0005cd3800  0x000073d800  0x0005396000  0x00004d0400      0.012
0x0000001000          2          2           936             1      0.000        ok       0.000  0x0005cd3800  0x000073f000  0x0005394800  0x00004d1800      0.012
0x0000001000          2          2           937             1      0.000        ok       0.000  0x0005cd3800  0x0000740800  0x0005393000  0x00004d2c00      0.011
0x0000001000          2          2           938             1      0.000        ok       0.000  0x0005cd3800  0x0000742000  0x0005391800  0x00004d4000      0.012
0x0000001000          2          2           939             1      0.000        ok       0.000  0x0005cd3800  0x0000743800  0x0005390000  0x00004d5400      0.012
0x0000001000          2          2           940             1      0.000        ok       0.000  0x0005cd3800  0x0000745000  0x000538e800  0x00004d6800      0.012
0x0000001000          2          2           941             1      0.000        ok       0.000  0x0005cd3800  0x0000746800  0x000538d000  0x00004d7c00      0.012
0x0000001000          2          2           942             1      0.000        ok       0.000  0x0005cd3800  0x0000748000  0x000538b800  0x00004d9000      0.012
0x0000001000          2          2           943             1      0.000        ok       0.000  0x0005cd3800  0x0000749800  0x000538a000  0x00004da400      0.012
0x0000001000          2          2           944             1      0.000        ok       0.000  0x0005cd3800  0x000074b000  0x0005388800  0x00004db800      0.012
0x0000001000          2          2           945             1      0.000        ok       0.000  0x0005cd3800  0x000074c800  0x0005387000  0x00004dcc00      0.012
0x0000001000          2          2           946             1      0.000        ok       0.000  0x0005cd3800  0x000074e000  0x0005385800  0x00004de000      0.012
0x0000001000          2          2           947             1      0.000        ok       0.000  0x0005cd3800  0x000074f800  0x0005384000  0x00004df400      0.012
0x0000001000          2          2           948             1      0.000        ok       0.000  0x0005cd3800  0x0000751000  0x0005382800  0x00004e0800      0.012
0x0000001000          2          2           949             1      0.000        ok       0.000  0x0005cd3800  0x0000752800  0x0005381000  0x00004e1c00      0.012
0x0000001000          2          2           950             1      0.000        ok       0.000  0x0005cd3800  0x0000754000  0x000537f800  0x00004e3000      0.012
0x0000001000          2          2           951             1      0.000        ok       0.000  0x0005cd3800  0x0000755800  0x000537e000  0x00004e4400      0.012
0x0000001000          2          2           952             1      0.000        ok       0.000  0x0005cd3800  0x0000757000  0x000537c800  0x00004e5800      0.012
0x0000001000          2          2           953             1      0.000        ok       0.000  0x0005cd3800  0x0000758800  0x000537b000  0x00004e6c00      0.012
